build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,upgrade,7,7,very_low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,low,low,low,low,high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,not_applies,maintain,9,9,high,high,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,applies,not_applies,maintain,7,7,low,low,low,low,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
469662,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
446392,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
447155,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
446392,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
446392,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
446392,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,not_applies,applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,upgrade,4,7,low,low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,applies,applies,upgrade,7,8,low,medium,low,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
